# Scalar ASCII output created by CarpetIOScalar
# created on libaas504-p018.laboratori.local by n.grillo6 on Aug 19 2023 at 19:02:44+0200
# parameter filename: "TOV_example.par"
# Build ID: build-sim-ubntlts2004-azr.laboratori.local-studente-2021.03.14-22.06.53-121802
# Simulation ID: run-TOV_example-libaas504-p018.laboratori.local-n.grillo6-2023.08.19-17.02.39-6068
# Run ID: run-TOV_example-libaas504-p018.laboratori.local-n.grillo6-2023.08.19-17.02.39-6068
#
# CARPET::physical_time_per_hour (carpet-timing)
# 1:iteration 2:time 3:data
# data columns: 3:physical_time_per_hour 4:current_physical_time_per_hour 5:time_total 6:time_evolution 7:time_computing 8:time_communicating 9:time_io 10:evolution_steps_count 11:local_grid_points_per_second 12:total_grid_points_per_second 13:local_grid_point_updates_count 14:total_grid_point_updates_count 15:local_interior_points_per_second 16:total_interior_points_per_second 17:local_interior_point_updates_count 18:total_interior_point_updates_count 19:io_per_second 20:io_bytes_per_second 21:io_bytes_ascii_per_second 22:io_bytes_binary_per_second 23:io_count 24:io_bytes_count 25:io_bytes_ascii_count 26:io_bytes_binary_count 27:comm_per_second 28:comm_bytes_per_second 29:comm_count 30:comm_bytes_count 31:time_levels 32:current_walltime 33:syncs_count
25600 25 1725.37593898274 1690.63364232789 56.7050669193268 52.162544965744 50.4343485832214 0 6.27317237854004 150 229405.984847145 229405.984847145 11966400 11966400 112632.541296793 112632.541296793 5875200 5875200 456.088098158194 1231802.73550565 13798.7380970043 1218003.99740864 2864 7724487 86727 7637760 0 0 0 0 56.179699420929 1692464616.87937 32216
26112 25.5 1734.76347268033 1691.13342381628 57.4603989124298 52.917876958847 51.1749410629272 0 6.28785872459412 153 230654.151327577 230654.151327577 12205728 12205728 113245.359496572 113245.359496572 5992704 5992704 459.155095635301 1229143.39495752 13995.639157291 1215147.75580023 2890 7725937 88177 7637760 0 0 0 0 56.9247257709503 1692464617.6347 32855
26624 26 1739.99755505759 1691.80843259496 58.3357009887695 53.7931790351868 51.9853556156158 0 6.40517354011536 156 231350.074920457 231350.074920457 12445056 12445056 113587.040394159 113587.040394159 6110208 6110208 468.006041461026 1241308.8638178 14087.4227688773 1227221.44104892 3036 8314941 89661 8225280 0 0 0 0 57.7896025180817 1692464618.51 33494
27136 26.5 1717.52555356041 1692.29628170589 60.0875470638275 55.5450251102448 53.6717686653137 0 6.41824913024902 159 228362.197601392 228362.197601392 12684384 12684384 112120.068136424 112120.068136424 6227712 6227712 476.637410155622 1296207.79949732 14168.5068207869 1282039.29267653 3062 8316390 91110 8225280 0 0 0 0 59.5312428474426 1692464620.26185 34133
27648 27 1724.7277415311 1692.63830607096 60.8992428779602 56.3567209243774 54.4704809188843 0 6.43120694160461 162 229319.800513975 229319.800513975 12923712 12923712 112590.22696715 112590.22696715 6345216 6345216 479.719115380544 1293822.52025328 14372.4406951414 1279450.07955813 3088 8317877 92597 8225280 0 0 0 0 60.3328886032104 1692464621.07355 34772
28160 27.5 1731.98795261833 1693.07803235182 61.7022728919983 57.1597509384155 55.2602005004883 0 6.44539952278137 165 230285.118180133 230285.118180133 13163040 13163040 113064.173546925 113064.173546925 6462720 6462720 482.763901271687 1291372.94560113 14566.4305361841 1276806.51506495 3114 8319325 94045 8225280 0 0 0 0 61.1248073577881 1692464621.87658 35411
28672 28 1737.9959977808 1693.62946480847 62.540354013443 57.9978320598602 56.0295147895813 0 6.5685760974884 168 231083.947864935 231083.947864935 13402368 13402368 113456.378735131 113456.378735131 6580224 6580224 490.87373994537 1301849.99330588 14642.6592213491 1287207.33408453 3260 8908336 95536 8812800 0 0 0 0 61.9517035484314 1692464622.71466 36050
29184 28.5 1715.26021354774 1694.00383216316 64.358519077301 59.8159971237183 57.7789740562439 0 6.58199787139893 171 228060.997993308 228060.997993308 13641696 13641696 111972.186740396 111972.186740396 6697728 6697728 498.818685714029 1354132.53826607 14708.6158222611 1339423.92244381 3286 8909783 96983 8812800 0 0 0 0 63.7602868080139 1692464624.53282 36689
29696 29 1722.14372329447 1694.27009183631 65.1646399497986 60.6221179962158 58.5718259811401 0 6.59575009346008 174 228976.229449233 228976.229449233 13881024 13881024 112421.542256663 112421.542256663 6815232 6815232 501.758432093775 1351633.46673549 14905.3197113032 1336728.14702419 3312 8911268 98468 8812800 0 0 0 0 64.5563321113586 1692464625.33894 37328
30208 29.5 1727.56818882175 1694.62032239725 66.0162169933319 61.4736950397491 59.4096357822418 0 6.60906505584717 177 229697.46638574 229697.46638574 14120352 14120352 112775.651366284 112775.651366284 6932736 6932736 504.64830348311 1349035.56245386 15092.9802895055 1333942.58216435 3338 8912720 99920 8812800 0 0 0 0 65.3978590965271 1692464626.19052 37967
